Student_ID,Previous_Semester_GPA,No_of_Backlogs,Cumulative_GPA,T1_Marks,T2_Marks,T3_Marks,Attendance_Percentage,TA_Marks,Adherence_to_Deadlines,Total_Score,Final_Grade
S05055,6.42,0,8.52,11,18,29,72,15,3,73,B
S05056,5.85,0,5.26,14,17,29,74,21,4,81,B+
S05057,7.01,1,7.69,12,16,21,76,20,4,69,B
S05058,6.38,2,6.9,8,12,23,78,17,3,60,C+
S05059,6.03,0,7.23,14,15,27,81,18,3,74,B
S05060,6.93,1,8.16,12,15,27,95,22,4,76,B+
S05061,4.78,1,6.2,13,13,27,73,19,4,72,B
S05062,4.19,0,7.31,13,15,31,76,19,4,78,B+
S05063,6.31,1,5.25,12,14,26,83,24,5,76,B+
S05064,9.99,1,7.35,16,12,21,74,19,3,68,B
S05065,8.83,0,6.41,13,14,25,91,20,3,72,B
S05066,8.68,0,5.74,16,13,26,87,22,4,77,B+
S05067,3.93,1,6.96,10,15,29,77,21,4,75,B+
S05068,7.77,0,5.51,16,18,28,76,18,2,80,B+
S05069,7.25,0,6.02,14,15,30,72,20,5,79,B+
S05070,5.54,1,7.67,13,17,28,75,18,3,76,B+
S05071,7.49,0,7.93,16,15,26,80,18,3,75,B+
S05072,7.49,0,7.13,14,17,23,65,16,3,70,B
S05073,5.23,1,6.79,13,14,26,74,16,3,69,B
S05074,6.16,0,7.58,13,13,26,86,18,3,70,B
S05075,5.98,0,6.69,17,13,31,79,17,3,78,B+
S05076,7.28,0,6.79,15,14,27,93,25,4,81,B+
S05077,8.28,0,7.22,16,15,24,65,18,4,73,B
S05078,5.46,1,6.0,11,14,26,75,21,5,72,B
S05079,7.67,1,4.88,13,14,24,81,17,3,68,B
S05080,5.97,0,3.96,13,14,27,85,24,5,78,B+
S05081,4.58,0,5.41,18,11,22,62,20,4,71,B
S05082,5.25,0,5.59,16,16,31,79,19,4,82,B+
S05083,5.0,0,7.05,16,14,26,68,12,3,68,B
S05084,8.13,2,7.68,13,11,22,84,19,4,65,B
S05085,6.39,0,6.69,14,14,27,87,22,4,77,B+
S05086,6.96,0,6.89,16,17,27,81,19,4,79,B+
S05087,8.57,0,7.66,17,14,33,64,16,4,80,B+
S05088,5.27,0,7.41,18,14,23,88,21,4,76,B+
S05089,6.54,0,7.63,13,13,24,77,17,3,67,B
S05090,5.67,1,7.4,11,11,29,86,21,3,72,B
S05091,7.59,0,7.12,15,14,30,56,13,3,72,B
S05092,6.21,1,7.15,11,13,28,74,20,4,72,B
S05093,6.16,1,7.39,9,12,29,67,20,4,70,B
S05094,5.34,0,7.16,16,14,27,69,16,4,73,B
S05095,7.08,1,4.5,15,14,22,76,18,4,69,B
S05096,5.64,0,8.75,13,18,29,88,20,3,80,B+
S05097,4.42,0,7.47,14,16,26,69,20,4,76,B+
S05098,7.59,0,7.58,14,16,29,83,21,4,80,B+
S05099,6.04,0,6.87,19,17,27,86,19,3,82,B+
S05100,5.91,0,6.83,17,16,22,86,20,4,75,B+
S05101,6.85,0,7.05,16,16,30,71,16,3,78,B+
S05102,6.51,0,6.88,16,12,30,77,19,4,77,B+
S05103,7.84,0,7.59,13,13,17,82,16,4,59,C+
S05104,7.81,0,5.36,15,16,26,72,12,1,69,B
S05105,6.19,0,9.29,17,18,30,76,22,5,87,A
S05106,6.65,0,9.2,16,16,24,86,16,3,72,B
S05107,7.26,0,7.28,14,16,27,75,16,3,73,B
S05108,6.79,1,8.37,16,12,27,82,22,5,77,B+
S05109,5.83,0,7.95,15,17,24,80,16,3,72,B
S05110,7.96,0,7.79,15,12,34,76,21,5,82,B+
S05111,7.83,0,6.73,19,15,23,70,20,5,77,B+
S05112,6.24,0,5.68,15,16,21,98,24,4,76,B+
S05113,7.77,0,7.26,15,15,29,83,25,5,84,B+
S05114,6.13,0,7.46,15,18,32,97,25,5,90,A+
S05115,5.27,1,7.33,13,11,23,77,17,3,64,C+
S05116,6.78,2,5.66,15,10,22,75,17,3,64,C+
S05117,7.24,1,5.37,13,14,27,70,17,3,71,B
S05118,4.9,0,5.9,14,15,25,72,22,5,76,B+
S05119,4.26,0,6.02,17,16,28,83,17,3,78,B+
S05120,6.25,1,6.2,14,15,27,88,20,3,76,B+
S05121,6.64,0,8.36,15,13,31,84,20,4,79,B+
S05122,8.29,0,6.72,17,15,21,88,18,3,71,B
S05123,6.18,1,6.99,15,13,27,75,17,4,72,B
S05124,5.31,3,6.89,12,8,25,99,21,4,66,B
S05125,4.82,2,8.69,9,14,22,83,23,5,68,B
S05126,5.5,0,8.54,13,16,22,77,19,4,70,B
S05127,6.24,1,5.28,11,11,29,95,22,4,73,B
S05128,4.11,0,7.02,13,17,30,69,19,5,79,B+
S05129,8.72,0,5.77,15,14,23,73,18,4,70,B
S05130,5.81,0,6.89,12,14,28,83,17,3,71,B
S05131,7.82,0,5.14,12,14,23,68,16,3,65,B
S05132,7.03,0,7.13,11,12,28,90,23,5,74,B
S05133,6.7,3,7.44,10,9,26,81,17,3,62,C+
S05134,8.51,2,7.14,12,11,25,77,23,5,71,B
S05135,7.5,0,5.47,14,18,31,95,20,3,83,B+
S05136,7.22,1,6.62,11,14,26,66,15,4,66,B
S05137,5.95,0,9.57,19,12,27,85,19,3,77,B+
S05138,7.81,0,5.12,16,17,28,98,21,3,82,B+
S05139,6.5,2,5.7,15,11,23,83,21,4,70,B
S05140,5.51,1,6.64,13,14,20,95,19,3,66,B
S05141,3.61,0,7.05,14,12,24,84,22,4,72,B
S05142,7.75,1,7.19,14,17,28,92,21,3,80,B+
S05143,6.7,1,6.9,13,12,26,88,19,3,70,B
S05144,7.74,2,8.12,7,11,19,73,21,5,58,C+
S05145,5.34,0,5.77,14,14,27,80,22,5,77,B+
S05146,6.25,3,6.22,13,12,25,57,19,4,69,B
S05147,5.0,1,6.79,12,12,31,76,16,3,71,B
S05148,7.13,0,6.22,16,13,30,65,16,3,75,B+
S05149,8.84,0,7.54,13,14,25,73,18,4,70,B
S05150,5.46,0,4.99,12,15,25,87,20,3,72,B
S05151,5.97,1,7.92,12,12,28,91,22,4,74,B
S05152,4.96,0,6.28,16,20,26,63,17,4,79,B+
S05153,7.87,0,7.77,15,17,26,91,20,4,78,B+
S05154,9.01,3,7.78,11,13,20,84,19,3,63,C+
S05155,5.92,0,8.64,14,18,28,95,19,3,79,B+
S05156,5.95,2,7.29,13,11,32,86,23,5,79,B+
S05157,7.89,0,7.08,10,17,24,89,17,3,68,B
S05158,6.66,0,6.2,14,13,28,83,25,5,80,B+
S05159,6.67,2,6.42,12,14,24,82,21,4,71,B
S05160,5.82,0,6.61,13,17,28,77,24,5,82,B+
S05161,6.04,0,7.06,17,17,25,80,19,4,78,B+
S05162,7.58,0,8.25,19,15,30,91,23,4,87,A
S05163,6.53,1,6.73,15,13,20,98,22,4,70,B
S05164,7.26,0,6.49,16,12,30,66,16,4,74,B
S05165,6.24,0,6.34,15,13,29,83,18,3,75,B+
S05166,5.86,2,8.45,10,11,23,65,20,5,64,C+
S05167,6.95,0,6.84,17,16,24,85,23,5,80,B+
S05168,7.23,0,5.06,14,18,32,97,23,4,87,A
S05169,5.57,1,7.46,13,10,30,60,17,4,70,B
S05170,6.22,0,7.27,14,16,22,84,20,3,72,B
S05171,6.3,0,7.26,19,10,31,70,14,3,74,B
S05172,6.71,0,6.6,13,17,25,90,20,4,75,B+
S05173,6.73,0,8.84,13,15,30,75,20,4,78,B+
S05174,7.49,0,7.57,17,14,27,58,21,5,79,B+
S05175,6.16,0,5.06,14,17,28,76,18,3,77,B+
S05176,6.43,0,7.43,16,14,26,85,19,3,75,B+
S05177,5.41,0,6.0,18,16,25,74,16,3,75,B+
S05178,4.65,0,7.74,17,17,28,72,17,3,79,B+
S05179,6.08,0,5.94,13,13,30,64,15,3,71,B
S05180,7.54,0,5.99,14,15,28,79,13,2,70,B
S05181,7.12,0,7.11,16,16,28,79,22,5,82,B+
S05182,5.76,0,4.7,17,17,28,80,21,4,83,B+
S05183,6.39,0,9.35,16,18,25,50,10,2,69,B
S05184,6.01,0,7.52,14,13,27,93,19,3,73,B
S05185,5.67,0,7.01,16,13,25,73,20,4,74,B
S05186,5.8,0,7.12,14,16,26,66,15,4,71,B
S05187,6.38,2,6.27,10,13,28,86,20,3,71,B
S05188,7.26,0,8.65,14,13,24,84,15,2,66,B
S05189,5.35,1,6.35,14,16,22,77,16,2,68,B
S05190,6.14,2,8.42,14,10,26,80,25,5,75,B+
S05191,6.96,1,7.03,11,16,27,72,18,3,72,B
S05192,5.59,0,7.36,15,16,24,87,22,4,77,B+
S05193,6.07,0,6.4,14,18,28,74,16,3,76,B+
S05194,7.63,2,5.73,10,13,26,80,13,2,62,C+
S05195,6.38,0,6.0,16,14,23,81,18,3,71,B
S05196,5.32,0,8.48,18,14,26,95,22,3,80,B+
S05197,8.34,0,7.73,15,16,29,88,20,3,80,B+
S05198,7.48,0,7.93,13,17,21,94,22,4,73,B
S05199,6.61,2,6.37,11,14,19,78,17,3,61,C+
S05200,7.85,2,5.84,7,11,26,61,17,4,61,C+
S05201,5.65,0,6.43,13,15,20,65,12,2,60,C+
S05202,6.94,0,4.93,16,15,27,68,15,4,73,B
S05203,5.68,0,8.24,9,18,24,66,14,3,65,B
S05204,6.55,0,5.42,13,14,27,54,15,5,69,B
S05205,6.66,0,7.81,16,13,22,65,14,2,65,B
S05206,7.71,0,7.09,13,16,25,92,22,4,76,B+
S05207,7.32,0,7.47,11,16,27,90,20,4,74,B
S05208,7.58,2,6.7,8,14,24,83,18,2,64,C+
S05209,5.79,1,7.77,12,15,24,83,17,3,68,B
S05210,5.89,2,6.31,10,11,22,88,22,4,65,B
S05211,5.93,0,7.93,14,12,32,85,20,3,78,B+
S05212,5.06,0,6.48,16,18,24,80,15,3,73,B
S05213,4.6,2,3.84,11,13,25,77,18,4,67,B
S05214,2.59,1,6.6,11,14,26,66,20,5,71,B
S05215,5.98,0,7.37,17,11,31,85,19,3,78,B+
S05216,9.32,0,7.49,15,15,25,87,20,3,75,B+
S05217,6.07,0,5.95,13,12,33,74,21,4,79,B+
S05218,6.15,0,6.89,16,12,27,80,18,3,73,B
S05219,6.89,0,6.56,15,14,28,75,19,4,76,B+
S05220,6.23,2,6.24,10,9,22,71,18,4,59,C+
S05221,5.64,1,6.85,13,15,28,89,21,4,77,B+
S05222,5.19,0,7.01,14,17,25,80,22,5,78,B+
S05223,5.63,0,6.28,14,17,29,75,19,4,79,B+
S05224,7.52,0,6.77,14,13,26,87,21,3,74,B
S05225,7.46,0,5.91,14,19,26,79,18,3,77,B+
S05226,6.58,0,7.33,11,13,25,73,18,4,67,B
S05227,8.92,0,6.13,18,14,23,75,17,3,72,B
S05228,6.64,0,6.71,19,12,27,74,20,4,78,B+
S05229,7.16,0,5.95,8,15,24,80,21,5,68,B
S05230,8.87,2,7.51,12,14,25,86,20,3,71,B
S05231,5.82,0,5.87,16,14,26,86,16,3,72,B
S05232,8.67,0,6.24,15,11,32,65,16,3,74,B
S05233,7.39,0,8.07,17,18,30,73,17,3,82,B+
S05234,7.08,3,6.41,12,10,22,91,23,4,67,B
S05235,5.86,0,8.44,17,14,30,89,19,3,80,B+
S05236,4.83,2,6.65,10,15,27,72,16,2,68,B
S05237,5.36,3,7.41,9,10,23,65,17,3,59,C+
S05238,7.51,0,6.1,14,16,30,77,19,5,79,B+
S05239,5.14,1,6.15,9,12,22,78,17,4,60,C+
S05240,4.91,0,6.36,14,17,23,87,22,5,76,B+
S05241,6.17,0,5.91,13,15,31,78,20,4,79,B+
S05242,7.01,0,8.0,15,16,28,76,21,4,80,B+
S05243,5.31,0,7.51,17,13,29,90,22,3,81,B+
S05244,6.21,0,7.3,14,19,23,69,20,4,76,B+
S05245,8.6,2,6.24,14,16,25,67,17,3,72,B
S05246,6.22,0,4.05,17,11,29,78,18,4,75,B+
S05247,7.35,0,5.72,13,14,22,74,17,3,66,B
S05248,6.8,0,7.48,16,16,24,82,21,4,77,B+
S05249,5.13,0,6.78,13,12,24,76,18,3,67,B
S05250,6.93,1,5.72,13,16,25,76,21,5,75,B+
S05251,6.42,0,5.36,13,18,28,64,17,3,76,B+
S05252,4.53,0,7.79,16,14,31,90,18,3,79,B+
S05253,8.7,1,8.46,11,15,28,81,20,4,74,B
S05254,6.04,2,7.27,13,12,20,72,19,4,64,C+
S05255,7.94,2,7.67,12,15,23,87,21,4,71,B
S05256,4.48,0,6.42,18,16,24,96,22,4,80,B+
S05257,7.9,0,6.25,13,15,34,87,21,4,83,B+
S05258,6.95,0,5.84,19,15,27,82,20,4,81,B+
S05259,7.14,2,6.03,13,15,27,72,15,3,70,B
S05260,6.04,0,5.14,16,16,24,83,18,3,74,B
S05261,6.16,0,7.38,12,16,25,85,24,5,77,B+
S05262,7.79,2,6.9,12,10,24,92,23,4,69,B
S05263,7.63,0,5.72,14,15,30,86,18,4,77,B+
S05264,8.31,0,5.42,16,14,31,81,21,4,82,B+
S05265,7.58,0,7.95,17,17,21,85,15,2,70,B
S05266,7.52,0,6.79,14,15,30,82,22,4,81,B+
S05267,7.34,0,4.78,13,10,23,87,19,4,65,B
S05268,6.49,1,7.14,15,12,27,77,22,5,76,B+
S05269,6.23,0,7.25,12,17,26,78,19,4,74,B
S05270,6.64,0,7.94,14,13,30,87,21,5,78,B+
S05271,5.0,0,4.13,17,11,28,98,22,4,78,B+
S05272,8.02,0,6.98,16,16,32,73,18,4,82,B+
S05273,6.09,0,8.03,16,14,26,88,17,3,73,B
S05274,6.25,1,7.23,9,17,29,70,21,4,76,B+
S05275,7.34,1,5.99,12,15,25,99,22,4,74,B
S05276,6.6,0,6.69,14,14,32,78,17,3,77,B+
S05277,6.02,0,7.53,15,13,28,80,24,5,80,B+
S05278,6.63,0,7.23,13,12,26,72,20,4,71,B
S05279,7.34,0,7.02,15,13,27,78,21,4,76,B+
S05280,7.36,0,6.48,15,15,25,72,21,3,76,B+
S05281,9.1,0,5.94,12,16,26,84,22,4,76,B+
S05282,6.59,0,6.33,14,18,21,71,19,4,72,B
S05283,5.27,1,7.55,13,13,25,76,17,3,68,B
S05284,4.54,0,7.05,8,16,31,72,17,3,72,B
S05285,7.28,0,5.74,17,14,28,77,17,2,76,B+
S05286,5.78,1,6.0,15,14,22,95,23,3,74,B
S05287,4.21,0,6.08,14,16,29,80,15,3,74,B
S05288,8.67,1,8.12,14,11,27,98,21,3,73,B
S05289,6.29,0,6.54,18,13,26,85,19,4,76,B+
S05290,7.01,0,7.27,16,15,26,54,12,3,69,B
S05291,8.4,0,6.7,14,16,28,73,17,3,75,B+
S05292,7.64,0,7.01,14,13,25,64,20,4,72,B
S05293,5.28,1,5.46,10,16,21,68,19,4,66,B
S05294,3.24,0,7.19,16,18,26,71,19,4,79,B+
S05295,6.34,1,8.08,11,14,23,90,25,5,73,B
S05296,7.41,1,8.15,11,12,23,87,20,4,66,B
S05297,5.75,0,8.17,17,12,24,81,23,5,76,B+
S05298,6.64,2,6.67,12,12,27,94,23,3,74,B
S05299,9.35,1,6.04,14,13,27,58,12,2,66,B
S05300,4.86,0,6.54,13,15,27,81,22,5,77,B+
S05301,7.85,0,6.75,15,16,27,80,22,4,80,B+
S05302,2.8,1,6.52,13,15,25,82,19,3,72,B
S05303,6.48,0,6.7,16,16,25,69,17,4,74,B
S05304,7.2,0,6.79,17,17,26,76,16,3,76,B+
S05305,4.29,0,4.88,16,15,29,66,21,5,81,B+
S05306,5.66,1,7.48,13,13,26,92,20,4,72,B
S05307,7.92,1,5.32,15,16,27,89,19,5,77,B+
S05308,5.24,1,5.62,14,9,26,84,19,3,68,B
S05309,6.17,0,6.48,19,13,30,70,20,4,82,B+
S05310,7.44,0,7.14,17,17,32,76,15,3,81,B+
S05311,6.97,0,8.48,15,15,31,80,21,5,82,B+
S05312,7.1,0,6.73,14,17,25,90,20,3,76,B+
S05313,6.99,0,8.58,14,17,26,86,18,3,75,B+
S05314,5.47,1,7.09,9,12,25,82,17,3,63,C+
S05315,6.95,0,6.21,13,14,28,81,19,4,74,B
S05316,6.71,1,5.81,11,14,25,94,17,3,67,B
S05317,5.85,0,7.57,10,12,24,78,19,4,65,B
S05318,6.71,1,6.75,14,13,30,80,21,4,78,B+
S05319,7.39,1,6.75,15,14,27,90,16,2,72,B
S05320,5.85,1,8.02,14,13,18,92,22,4,67,B
S05321,7.66,0,7.33,14,18,27,78,17,4,76,B+
S05322,5.87,0,7.45,15,14,27,72,21,5,77,B+
S05323,6.48,1,7.48,12,11,22,94,24,4,69,B
S05324,5.91,1,6.36,14,14,23,84,18,4,69,B
S05325,6.0,0,7.36,13,11,26,88,20,4,70,B
S05326,6.04,0,5.42,14,15,29,97,23,3,81,B+
S05327,5.57,0,7.74,13,14,29,86,20,4,76,B+
S05328,6.59,0,7.35,16,13,24,84,18,3,71,B
S05329,5.16,0,7.5,16,14,33,79,16,2,79,B+
S05330,4.55,1,5.84,14,17,30,78,22,5,83,B+
S05331,6.67,0,8.43,13,15,26,84,22,5,76,B+
S05332,7.27,0,8.26,14,16,27,79,16,2,73,B
S05333,4.97,0,6.19,13,16,22,76,22,5,73,B
S05334,6.83,0,7.09,16,14,23,82,15,2,68,B
S05335,6.61,0,8.86,14,12,30,80,21,4,77,B+
S05336,5.9,0,4.97,16,15,27,94,23,5,81,B+
S05337,6.58,2,7.3,11,15,27,85,20,5,73,B
S05338,6.66,0,6.09,16,10,29,85,21,4,76,B+
S05339,4.48,0,6.69,13,14,25,88,20,4,72,B
S05340,7.82,0,4.89,17,11,28,80,20,4,76,B+
S05341,7.29,1,6.36,14,13,28,80,19,4,74,B
S05342,5.91,0,8.46,16,14,25,79,19,4,74,B
S05343,4.47,0,7.1,14,16,30,89,20,4,80,B+
S05344,6.33,0,9.73,15,16,23,81,18,3,72,B
S05345,5.36,2,6.25,9,17,21,84,20,4,67,B
S05346,7.16,3,6.51,10,6,23,80,20,4,59,C+
S05347,5.97,1,7.05,12,16,22,71,17,3,67,B
S05348,7.11,2,7.55,13,10,26,86,22,3,71,B
S05349,6.54,0,7.16,15,14,31,93,24,4,84,B+
S05350,6.43,0,7.37,17,13,29,78,19,4,78,B+
S05351,6.08,1,7.09,12,17,28,80,19,3,76,B+
S05352,8.28,1,5.11,12,13,27,78,18,3,70,B
S05353,5.86,0,5.43,15,16,25,77,20,4,76,B+
S05354,5.77,0,7.61,16,17,23,54,13,3,69,B
S05355,7.95,0,7.42,16,14,32,79,16,3,78,B+
S05356,7.21,0,7.11,14,18,24,75,16,3,72,B
S05357,5.49,0,5.27,12,14,27,88,22,4,75,B+
S05358,6.46,0,7.11,17,14,29,60,17,4,77,B+
S05359,5.95,0,6.55,15,16,25,76,18,3,74,B
S05360,7.34,0,6.21,18,14,23,79,18,3,73,B
S05361,7.09,0,5.8,13,16,30,71,21,5,80,B+
S05362,5.41,0,6.04,12,16,29,74,22,4,79,B+
S05363,7.01,1,6.09,13,11,27,73,22,5,73,B
S05364,5.39,1,6.86,10,15,30,62,14,4,69,B
S05365,5.75,1,5.74,12,15,25,85,20,3,72,B
S05366,3.97,1,9.52,12,15,22,92,22,4,71,B
S05367,5.82,0,6.22,16,16,23,65,18,4,73,B
S05368,5.37,0,7.68,14,14,27,77,18,3,73,B
S05369,7.07,2,8.77,8,8,21,90,20,3,57,C+
S05370,5.58,1,6.01,12,14,24,86,20,4,70,B
S05371,4.78,0,7.45,13,14,26,84,20,4,73,B
S05372,6.99,0,5.41,12,15,30,85,19,3,76,B+
S05373,4.7,0,6.45,15,16,31,89,24,4,86,A
S05374,7.38,1,5.41,8,10,24,94,19,3,61,C+
S05375,5.09,0,6.74,13,14,29,77,18,3,74,B
S05376,7.05,1,7.9,16,12,26,74,17,4,71,B
S05377,4.33,0,7.95,14,16,27,92,25,4,82,B+
S05378,6.65,1,6.78,13,14,25,94,19,2,71,B
S05379,7.26,2,8.45,9,11,27,90,24,4,71,B
S05380,6.62,1,6.54,15,14,21,62,18,5,68,B
S05381,7.33,0,7.81,12,10,26,80,18,4,66,B
S05382,4.62,0,6.67,18,18,28,81,23,5,87,A
S05383,7.18,0,6.24,13,14,21,71,19,4,67,B
S05384,6.2,0,6.81,14,15,31,85,19,4,79,B+
S05385,6.89,0,7.35,16,13,26,86,21,4,76,B+
S05386,8.1,3,6.96,9,8,24,86,20,3,61,C+
S05387,6.51,0,6.74,18,13,25,82,20,4,76,B+
S05388,6.64,0,7.01,17,15,28,77,17,3,77,B+
S05389,7.25,0,6.14,15,15,22,85,21,4,73,B
S05390,4.83,3,5.05,10,7,18,93,17,3,52,C
S05391,6.55,0,7.14,16,13,31,74,17,3,77,B+
S05392,7.37,0,7.2,18,17,28,62,16,4,79,B+
S05393,7.1,0,6.86,14,15,26,59,18,4,73,B
S05394,6.17,1,5.55,15,12,28,95,19,3,74,B
S05395,6.56,0,7.82,13,13,26,53,13,4,65,B
S05396,9.17,0,6.71,15,16,29,82,22,5,82,B+
S05397,5.69,0,6.23,19,14,29,76,19,5,81,B+
S05398,4.16,0,4.6,16,16,26,73,18,4,76,B+
S05399,5.84,1,9.71,12,13,26,81,20,5,71,B
S05400,6.8,0,7.27,15,15,33,79,19,2,82,B+
S05401,5.21,0,7.51,15,15,27,72,18,3,75,B+
S05402,5.6,0,7.53,14,15,28,81,21,4,78,B+
S05403,5.01,0,7.17,16,15,28,80,22,5,81,B+
S05404,4.99,3,7.53,10,11,23,77,19,3,63,C+
S05405,5.3,0,7.67,16,15,28,75,17,4,76,B+
S05406,7.9,0,7.25,14,16,25,75,21,4,76,B+
S05407,4.2,0,7.61,15,16,29,90,22,4,82,B+
S05408,6.15,0,7.35,15,16,29,80,19,4,79,B+
S05409,5.98,0,5.92,14,15,26,73,23,5,78,B+
S05410,6.19,1,9.22,12,18,32,86,20,3,82,B+
S05411,7.5,0,6.84,13,18,34,90,20,3,85,A
S05412,8.58,2,8.0,11,14,25,92,18,3,68,B
S05413,4.69,0,9.19,16,13,30,91,22,4,81,B+
S05414,5.93,2,6.88,9,12,26,77,19,3,66,B
S05415,5.31,0,5.93,14,15,31,85,19,5,79,B+
S05416,6.03,0,7.89,14,14,26,84,17,2,71,B
S05417,5.5,1,5.75,14,10,23,94,21,4,68,B
S05418,6.8,1,6.4,13,13,25,84,23,5,74,B
S05419,4.13,0,5.96,14,15,26,72,19,4,74,B
S05420,6.7,0,5.66,11,16,25,67,20,5,72,B
S05421,5.06,0,5.9,18,15,25,98,25,5,83,B+
S05422,6.87,0,6.95,14,17,27,81,20,3,78,B+
S05423,5.63,1,8.28,13,13,24,91,18,2,68,B
S05424,7.11,1,6.09,9,10,24,74,19,4,62,C+
S05425,6.99,0,7.07,13,16,25,50,13,3,67,B
S05426,5.01,0,7.96,17,17,24,92,20,3,78,B+
S05427,5.26,1,8.39,13,11,27,71,20,5,71,B
S05428,5.36,0,6.71,17,14,30,78,19,3,80,B+
S05429,7.71,0,7.19,16,17,27,91,18,2,78,B+
S05430,6.12,2,7.25,14,11,25,84,18,3,68,B
S05431,4.73,0,7.17,15,17,25,99,17,2,74,B
S05432,8.62,0,6.02,18,15,25,86,19,5,77,B+
S05433,6.46,0,9.48,13,16,31,86,24,4,84,B+
S05434,7.86,0,7.1,13,18,30,78,19,4,80,B+
S05435,5.58,0,5.88,15,13,32,91,23,4,83,B+
S05436,5.47,0,5.99,16,14,29,67,18,4,77,B+
S05437,5.36,0,5.46,12,13,30,88,21,4,76,B+
S05438,6.77,0,8.67,15,12,26,91,21,4,74,B
S05439,8.15,0,7.03,15,15,33,75,19,4,82,B+
S05440,5.67,1,5.34,10,13,20,71,17,4,60,C+
S05441,6.66,0,6.84,15,10,26,95,23,3,74,B
S05442,6.08,0,6.75,16,13,30,77,20,4,79,B+
S05443,5.15,1,5.68,11,10,28,76,21,5,70,B
S05444,5.07,0,8.52,13,12,21,82,21,4,67,B
S05445,5.92,0,6.05,15,18,26,67,18,4,77,B+
S05446,4.95,1,7.54,14,13,27,80,19,3,73,B
S05447,6.26,0,6.52,15,14,20,82,21,4,70,B
S05448,6.7,0,8.09,14,15,28,78,19,4,76,B+
S05449,8.68,0,5.66,18,15,29,87,14,2,76,B+
S05450,7.1,0,7.55,13,19,32,64,18,3,82,B+
S05451,6.83,0,7.18,16,12,23,69,18,4,69,B
S05452,6.92,1,7.26,10,15,22,76,16,3,63,C+
S05453,7.11,1,7.28,13,20,25,88,23,4,81,B+
S05454,4.33,1,5.44,14,13,27,80,20,4,74,B
S05455,4.11,3,7.83,7,12,21,68,19,4,59,C+
S05456,5.35,0,5.45,17,16,25,70,18,3,76,B+
S05457,7.15,0,7.37,15,16,28,69,20,5,79,B+
S05458,5.69,1,6.55,14,13,29,66,18,3,74,B
S05459,7.19,2,7.16,15,13,28,74,21,5,77,B+
S05460,5.63,0,6.67,17,13,26,78,20,3,76,B+
S05461,5.4,0,7.11,15,14,31,75,22,5,82,B+
S05462,7.26,0,8.08,16,16,24,88,21,4,77,B+
S05463,6.98,0,7.32,17,18,31,98,23,4,89,A
S05464,5.67,2,6.95,13,12,20,52,13,3,58,C+
S05465,6.75,0,8.23,13,13,27,92,20,3,73,B
S05466,7.02,0,5.92,16,16,25,80,19,4,76,B+
S05467,6.08,2,4.87,14,14,18,82,21,4,67,B
S05468,6.81,1,7.78,14,14,24,72,19,4,71,B
S05469,5.83,3,5.03,11,11,24,75,21,5,67,B
S05470,5.54,2,5.87,14,11,27,73,16,3,68,B
S05471,6.95,3,7.38,11,9,22,87,19,3,61,C+
S05472,7.01,1,5.94,14,13,27,91,23,5,77,B+
S05473,7.36,1,5.79,13,15,23,80,18,3,69,B
S05474,6.47,0,7.94,17,16,22,79,19,3,74,B
S05475,6.65,0,7.77,16,16,24,83,17,2,73,B
S05476,8.65,1,6.61,11,15,30,77,15,3,71,B
S05477,4.58,0,6.97,15,16,28,83,24,5,83,B+
S05478,6.55,1,7.65,14,16,25,83,20,4,75,B+
S05479,6.76,0,4.87,14,15,30,89,21,4,80,B+
S05480,6.4,1,7.53,16,17,29,73,18,4,80,B+
S05481,6.32,2,7.07,17,15,26,73,17,2,75,B+
S05482,8.56,2,6.74,13,12,30,88,23,5,78,B+
S05483,5.07,0,5.41,15,15,28,83,22,4,80,B+
S05484,6.2,0,7.57,16,15,30,92,19,3,80,B+
S05485,6.59,2,6.26,13,13,22,80,20,5,68,B
S05486,7.47,3,6.83,9,9,20,73,17,4,55,C+
S05487,6.57,0,3.3,13,13,26,77,20,5,72,B
S05488,6.78,0,7.58,13,13,33,71,14,3,73,B
S05489,4.91,0,7.88,18,13,25,88,23,4,79,B+
S05490,7.37,0,6.38,15,15,28,78,24,5,82,B+
S05491,7.71,1,3.25,16,13,20,83,21,3,70,B
S05492,6.93,0,7.21,16,14,31,79,19,2,80,B+
S05493,7.17,0,7.24,15,15,29,77,17,2,76,B+
S05494,6.28,0,7.22,16,16,23,92,23,4,78,B+
S05495,7.53,0,5.65,13,13,24,85,25,5,75,B+
S05496,5.89,1,6.51,11,10,25,74,20,3,66,B
S05497,4.64,0,7.12,15,15,28,86,19,2,77,B+
S05498,7.01,3,8.06,8,13,24,85,18,3,63,C+
S05499,6.75,0,6.39,18,14,22,89,19,3,73,B
S05500,8.54,0,7.4,15,15,34,77,20,4,84,B+
S05501,6.3,2,7.37,12,14,19,70,16,3,61,C+
S05502,6.39,0,7.37,17,15,23,90,23,4,78,B+
S05503,5.8,0,4.92,15,13,25,79,25,5,78,B+
S05504,6.21,0,6.12,13,19,26,70,16,4,74,B
S05505,6.97,1,4.1,17,16,22,80,17,4,72,B
S05506,4.46,0,7.49,15,16,29,83,18,4,78,B+
S05507,8.31,0,6.16,16,15,33,89,19,2,83,B+
S05508,7.94,0,4.4,15,16,30,77,19,4,80,B+
S05509,6.47,1,6.21,13,18,26,87,21,4,78,B+
